text,news_link,outlet,topic,type,label,label_opinion,biased_words
The deepening economic crisis triggered by nationwide lockdowns to slow the spread of the novel coronavirus was underscored by other data on Thursday showing worker productivity fell at its fastest pace in more than four years in the first quarter amid the largest drop in hours since 2009.,https://www.reuters.com/article/us-usa-economy/u-s-unemployment-rolls-seen-swelling-as-coronavirus-restrictions-bite-idUSKBN22J0HT?feedType=RSS&feedName=topNews,Reuters,coronavirus,center,0,Entirely factual,[]
Samoan authorities have blamed low coverage rates in part to fears sparked by the deaths of two babies last year after vaccinations that put a temporary halt on immunisation efforts.,https://www.reuters.com/article/us-health-measles-samoa/samoa-fights-measles-door-to-door-in-battle-on-anti-vaccination-messages-idUSKBN1Y9033,Reuters,vaccines,center,0,Entirely factual,[]
The organization named Leung as its new president and chief executive officer on Tuesday as it fights to retain its status as the national governing body for the sport after the Larry Nassar sexual abuse scandal.,https://www.huffpost.com/entry/usa-gymnastics-hires-new-ceo-in-wake-of-larry-nassar-scandal_n_5c6c463be4b0867082def0de,HuffPost,sport,left,0,Entirely factual,[]
Wealthy American corporations are using their money to signal they support the protests taking place across the country in the wake of a black man’s death at the hands of police in Minneapolis on Memorial Day.,http://feedproxy.google.com/~r/breitbart/~3/ljL-YT46zXw/,Breitbart,marriage-equality,nan,0,Entirely factual,[]
"Quintez Brown took to the streets in Kentucky to join many Americans in protesting against racial injustice after the death of George Floyd, a Black man in police custody last month.",https://www.reuters.com/article/us-usa-election-young-voters/young-americans-turn-out-to-protest-democrats-hope-they-will-vote-too-idUSKBN23X1CV,Reuters,black lives matter,center,0,Entirely factual,[]
"Student loans have quickly become the most exploitative, unethical and deceitful loan systems on the market.",https://www.huffingtonpost.co.uk/entry/16058982,HuffPost,student-debt,nan,1,nan,nan
"As the senators’ letter pointed out this week, government watchdogs have repeatedly called out the PHEAA’s mismanagement of the program over the years.",https://www.huffpost.com/entry/public-service-loan-forgiveness-program-senators-cfpb-investigation_n_5db945d6e4b066da55291b4b,HuffPost,student-debt,left,1,Somewhat factual but also opinionated,['watchdogs']
"And now, some children from anti-vaccination families are seeking help as they confront fears that they will become infected.",https://www.breitbart.com/politics/2019/02/13/measles-outbreak-causes-teens-from-anti-vaccine-families-to-seek-help/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,vaccines,right,0,Entirely factual,[]
Iowa farmers are bearing the brunt of the U.S. trade war with China as Donald Trump continues to threaten increased tariffs on Chinese imports.,https://www.alternet.org/2019/05/it-could-break-a-lot-of-people-iowa-farmers-face-the-brunt-of-trumps-ugly-trade-war-with-china/,Alternet,international-politics-and-world-news,left,0,Entirely factual,[]
Inside Trump’s brazen plot to gut Social Security,https://feeds.feedblitz.com/~/623767634/0/alternet_all~Inside-Trump%e2%80%99s-brazen-plot-to-gut-Social-Security/,Alternet,taxes,left,0,Expresses writer’s opinion,['brazen']
Officials at Dartmouth College looked the other way this week when a group of leftist student activists disrupted classes to bring attention to their support for the Green New Deal.,https://www.breitbart.com/tech/2020/02/11/dartmouth-officials-allow-green-new-deal-protesters-to-crash-classes/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,environment,right,1,Somewhat factual but also opinionated,['leftist']
"U.S. Park Police walked back its claim on Friday that no ""tear gas"" was used to clear protesters in front of the White House before President Donald Trump crossed the street for his ill-fated photo-op on Monday.",https://www.alternet.org/2020/06/trump-claimed-no-tear-gas-was-used-on-white-house-protesters-now-a-us-official-that-was-based-on-a-mistake/,Alternet,black lives matter,left,1,Somewhat factual but also opinionated,"['ill-fated', 'photo-op']"
"As the Republican Party is struggling to defend him in a moment of nationwide strife, President Donald Trump decided Thursday night to fuel divisions within GOP rather than make nice.",https://www.alternet.org/2020/06/trump-stokes-division-in-his-own-party-as-he-rages-at-sen-lisa-murkowski/,Alternet,elections-2020,left,1,Somewhat factual but also opinionated,['fuel']
"Unfortunately, everything changed in 2014 with the “Hands Up, Don’t Shoot” hoax.",http://feedproxy.google.com/~r/breitbart/~3/f1fSQQjH1NE/,Breitbart,gun control,right,1,Expresses writer’s opinion,['hoax']
"The anti-choice movement has always been run by lying trolls, and always will be.",https://www.alternet.org/2020/05/how-the-religious-rights-war-against-abortion-is-built-on-lies-grifting-and-bullying/,Alternet,marriage-equality,nan,1,Expresses writer’s opinion,"['lying', 'trolls']"
"The Islamic Centre of England in Maida Vale, Kilburn, London, has held a mass memorial for slain Islamic Revolutionary Guard Corps general Qasem Soleimani.",http://feedproxy.google.com/~r/breitbart/~3/jj6fTBgafZQ/,Breitbart,islam,nan,0,Entirely factual,[]
"U.S. President Donald Trump sought to turn nationwide protests to his political advantage in a campaign appearance in the election swing state of Arizona on Tuesday, vowing to prevent “the left-wing mob” from pushing the United States into chaos.",https://www.reuters.com/article/us-usa-trump/trump-visits-arizona-amid-increase-in-coronavirus-cases-polling-worries-idUSKBN23U2YS,Reuters,blm,nan,0,Entirely factual,[]
"Father Horan was one of the many voices from the Catholic Left who joined the mainstream media lynching of students from Covington Catholic High School this weekend, rashly judging them as racists without bothering to ascertain what actually happened, simply because some of the boys were wearing MAGA hats.",https://www.breitbart.com/faith/2019/01/21/catholic-priest-slams-march-for-life-as-repulsive-and-futile/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,abortion,right,1,Somewhat factual but also opinionated,"['lynching', 'rashly']"
Ankara launched a cross-border attack against Syria’s Kurds on October 9 after the United States announced a military pullout from the north of the war-torn country.,https://www.breitbart.com/news/kurdish-fighters-withdraw-from-besieged-syria-town/,Breitbart,international-politics-and-world-news,right,0,Entirely factual,[]
U.S. President Donald Trump got a warm welcome from Indian Prime Minister Narendra Modi to kick off a whirlwind 36-hour tour of the world's largest democracy and announced the two countries were finalizing a $3 billion arms deal.,https://www.alternet.org/2020/02/trump-visits-modis-india-and-announces-3-billion-arms-deal-the-worst-kind-of-fascists/,Alternet,islam,nan,0,Entirely factual,[]
"John Lewis, a pioneer of the civil rights movement and long-time member of the U.S. House of Representatives, died on Friday, a passing that prompted tributes from leaders across the political spectrum.",https://www.reuters.com/article/us-people-john-lewis/u-s-civil-rights-pioneer-congressman-john-lewis-dies-pelosi-says-idUSKBN24J04I?utm_source=twitter&utm_medium=Social,Reuters,black lives matter,center,0,Entirely factual,[]
Six Republican Senators have failed to develop a coalition for their plan that exchanges a fifth of border wall funding for an amnesty for illegal aliens and increased immigration.,https://www.breitbart.com/politics/2019/01/11/gop-plan-for-daca-amnesty-increased-immigration-fails-amid-public-pressure/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,immigration,right,1,No agreement,"['illegal', 'aliens']"
"Much of this health hazard lies at the feet of folks like RFK Jr., so the idea that Trump was doing the anti-vax slow-jam with this quack a week before Inauguration Day understandably put Twitterverse over the edge",https://thefederalist.com/2017/01/12/no-anti-vaxxer-robert-kennedy-jr-wont-trumps-vaccine-czar/,Federalist,vaccines,right,1,Expresses writer’s opinion,"['anti-vax', 'slow-jam', 'quack']"
"Northam, who is leading the push for stronger gun laws in his state, said he wants to avoid a repeat of violence that erupted at a 2017 white supremacist rally in Charlottesville, when a march by white nationalists erupted and led to the death of a counterprotester.",https://www.reuters.com/article/us-usa-guns-rally/warning-of-serious-threats-virginia-governor-bans-weapons-at-gun-rights-rally-idUSKBN1ZE1RM?feedType=RSS&feedName=topNews,Reuters,gun-control,center,1,Entirely factual,[]
The godless liars hang their “mostly false” lie on the fake argument Biden is taken out of context in the ad. ,http://feedproxy.google.com/~r/breitbart/~3/YBYa1vPA6fg/,Breitbart,taxes,right,1,Expresses writer’s opinion,"['godless', 'liars']"
"However, the GOP tax cuts benefited small business and the middle class — not just the wealthy, as several Democrat candidates have suggested.",https://www.breitbart.com/politics/2020/02/20/amy-klobuchar-implies-trump-tax-cuts-didnt-really-help-middle-class/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,middle-class,right,0,No agreement,[]
"On July 15, New York City cops were bloodied in broad daylight by assailants who know that Mayor Bill De Blasio shares their dislike for the police.",http://feedproxy.google.com/~r/breitbart/~3/zfiBr_lg2YA/,Breitbart,universal health care,right,1,Somewhat factual but also opinionated,['bloodied']
"Khamenei did not offer any “evidence” that the Wuhan virus is a biological attack on Iran and China, nor have any other Iranian officials making the case.",https://www.breitbart.com/health/2020/03/13/ayatollah-khamenei-there-is-evidence-chinese-coronavirus-is-a-biological-attack/,Breitbart,vaccine,nan,1,Somewhat factual but also opinionated,['Wuhan']
"The switch from Obama’s Making Work Pay tax break to the Republican payroll tax reduction effectively raised taxes on 51 million households by an average of $134 each, the Tax Policy Center estimated at the time.",https://www.alternet.org/2020/03/heres-how-trump-is-grifting-the-pandemic-to-give-the-rich-another-big-tax-cut/,Alternet,taxes,left,0,Entirely factual,[]
"Amazon hit back at former Vice President Joe Biden on Friday after the presumptive Democratic Party presidential nominee criticized the company for paying a low effective tax rate, reminding him that Congress writes the tax laws, and he was part of it.",https://www.breitbart.com/economy/2020/05/24/amazon-hits-back-at-joe-biden-you-spent-3-decades-in-the-senate/,Breitbart,taxes,right,0,Entirely factual,[]
"""I anticipate what he said today was to save his life in federal court,"" Flynn said after the hearing.",https://www.reuters.com/world/us/gunman-racist-buffalo-shooting-faces-life-without-parole-sentencing-2023-02-15/,Reuters,gun-control,nan,0,nan,nan
"Communist-run Cuba will deliver its verdict in a closely watched case against Jose Daniel Ferrer, one of the country’s leading dissidents, on March 12, his wife told Reuters on Thursday, the day after his trial.",https://www.reuters.com/article/us-cuba-politics/cuba-to-deliver-verdict-in-closely-eyed-dissident-case-next-month-idUSKCN20L38U?feedType=RSS&feedName=topNews,Reuters,blm,nan,0,Entirely factual,[]
